file	outcome	nodes	problems	tables	lists	links	text	roundtrip
htmlparser-benchmark/a22aae3a2932226a42d9adb9699c1298ec1b8ed9b67cb7657cc621453f34fbec.html	ok	1437	4	1/6	20/76	97	11001/ee2cfa40cfb3	doctype
htmlparser-benchmark/a3ff07209a146af240823f597b99998b84c9475ebebdb4d923c6d982243ffd68.html	ok	5391	25	1/50	84/485	547	15277/b500a61fcc14	doctype
htmlparser-benchmark/a436c83f3aa7a7b22f3633de4a680084b4ceb80016de0fcb2030c9004fd494d4.html	ok	2021	4	1/4	8/42	104	5363/780ce1115307	doctype
htmlparser-benchmark/a4dbbcc4b5ab24565e064f0a0f1059f3da69041ca39b19ece4757de691fd5b92.html	ok	1160	18	3/17	6/42	96	5832/cbc5dc91c9f3	TRUE
htmlparser-benchmark/a75ad1c11e404b0d8e803333a387cfc1772acfebef73e600aa6e2b31cf80fce7.html	ok	2091	1	0/0	25/132	144	9208/49d4f0fe6d66	doctype
htmlparser-benchmark/a7d87581adebd1ff57f151dd3ff46e718984fee0c1608b2263522358a39035b3.html	ok	882	58	31/22	3/5	48	3300/c8eb5e55b921	TRUE
htmlparser-benchmark/a7ffddd80ae1b2cca0a77a25e288902b81d92bc24803df1f79cb19ed10d93d19.html	ok	1462	4	1/1	1/12	130	4215/407acb7483eb	doctype
htmlparser-benchmark/a8e3b76061bee79be18b4fc5488d7bb65776ce3ab55fd21ed409f48415856c2f.html	ok	1972	66	0/0	11/87	378	9145/b1a22d8d706a	TRUE
htmlparser-benchmark/a9c515a2be7e822581278ae335a2b0a3f0d78714c32282975beef3e396ceae8c.html	ok	1520	4	1/10	12/61	228	12332/20cdfaa43994	TRUE
htmlparser-benchmark/a9c82dad0fecf2e55874b18b7d81b9c7bee25805a99d22a5cc7464eee285d383.html	ok	5172	2	1/2	91/406	513	13095/60c40e54e904	TRUE
htmlparser-benchmark/abbf3952d1c7e2b744480dcd6c1a41e889989e86f343617d9261c9e6680957cd.html	ok	1943	1	0/0	22/113	124	6774/f7398d0fd2a0	doctype
htmlparser-benchmark/aeaf4e3c45273db9b4ed071b388674026b0edc36b0fc8d8cde1e7ccee3d9b81c.html	ok	2331	43	0/0	37/145	182	8135/998ac6fa34ee	TRUE
htmlparser-benchmark/af85fcc561166d0c28caf2ed6765c36d604749e715d3dfa48f4b0b6d5dc2a2d4.html	ok	2646	18	4/15	30/247	292	13022/55c3fc5b1ebc	doctype
htmlparser-benchmark/b02e15742db8bfa35d678294194980662f3f6534bbd7d1a8cda2ad35f4db83a6.html	ok	1671	2	0/0	16/71	178	8593/209388dd2386	doctype
htmlparser-benchmark/b15ea7d9944eaec6db01b310e68f400fe6865d74798294226260a20fcc2099d1.html	ok	2304	4	2/2	36/218	251	7898/64ed7b53af42	doctype
htmlparser-benchmark/b1a85f64c10aa51213f334fd7f640caab1a821b1f16154f4b374663426de1375.html	ok	2403	11	2/2	37/218	264	9202/3ab817f10feb	doctype
htmlparser-benchmark/b2ca042c043a1ad0f0bdd912ec11984aaa1330d24f4b549852bfc748e496fe8a.html	ok	1581	5	1/77	21/125	174	4156/a5f9f7746b51	TRUE
htmlparser-benchmark/b415b9e79addcb85b582c5556dbdf2f23aeb1189f4e79aef2c2ff6440245d77c.html	ok	1489	9	0/0	18/101	129	9287/b291bc64e67d	TRUE
htmlparser-benchmark/b41b3c1a01fae3feb1eff41a369be869b7c6a0285012c9f38c8228ed89a8555e.html	ok	2625	18	14/87	12/75	233	11974/68369d9ca887	doctype
htmlparser-benchmark/b52d6a170c78bea8365c51c8e5ec8ed212162bd733f81a10b9acdb6f0fa55560.html	ok	4747	5	0/0	84/306	412	15807/ae5030ba255b	doctype
htmlparser-benchmark/b65990adfd43e3be62c8bc66e7a6e3710da4387af5899b4eeb478e59c67ceba0.html	ok	1296	7	0/0	14/60	143	8927/11694d6ff344	TRUE
htmlparser-benchmark/b6a33f826f7663ae51a43f4be87e9ba55962b2baa05dfef7355aeca91006779f.html	ok	1830	6	0/0	6/34	119	11453/a5baefc4c497	TRUE
htmlparser-benchmark/b7660c4d40274010176c79271f7ed0c2d4612fa2a68efb92b30cfe68cc400e5e.html	ok	471	0	0/0	4/16	57	2208/396d22db6013	TRUE
htmlparser-benchmark/b84ec657c46c12ba69262e94784ea87d237fdecef64ab82031e95469c510abe3.html	ok	1274	3	0/0	16/133	139	15113/dc9419ba868e	TRUE
htmlparser-benchmark/b9a64d6105e646fdac0143b020ad4227a99fe2b4428800103701be0e2eb414c7.html	ok	1924	9	0/0	32/108	154	6183/93e6e32bef57	doctype
htmlparser-benchmark/ba7170b7b26a0bdae6793144f77bebbc27c2d94e2df84eef8c0cb6eea038c62f.html	ok	739	3	17/53	1/9	47	4610/9d41b186f9e9	doctype
htmlparser-benchmark/bbe6bcd413682c74113b92fcd59f248badcce29347c3e3790c47e0e7647b45bd.html	ok	403	10	0/0	3/18	25	8234/ed6996cfb450	TRUE
htmlparser-benchmark/bef926df343f7daf4e35d4a47fe8d4e606621a94e0a868ffe498209e948e18c4.html	ok	1918	1	0/0	24/126	133	5893/f411447ecf8e	doctype
htmlparser-benchmark/bf6c2f1cfb002f13675b39a62951eac42e7604409705e6c6a838285f6b6758ff.html	ok	2583	41	0/0	35/155	219	11062/d2cda6cae49f	TRUE
htmlparser-benchmark/bfcf4f21f2345a0148db4f474d6ee3505f763471c4084770d2d1bfb316cdbff2.html	ok	2714	3	0/0	21/152	182	14126/e63a9b90a236	doctype
htmlparser-benchmark/c052ce8cb37bf4a18619b19a7db1ab74f12839f85764b19798d801bc2f277267.html	ok	3202	45	0/0	42/196	268	21520/9aff68a46475	TRUE
htmlparser-benchmark/c064d58e866d1582814bf623d471441ce9886a6e960041424bbd851facc3aa10.html	ok	1694	7	0/0	15/74	154	7360/58f6393a5dcb	doctype
htmlparser-benchmark/c076ffd4477b920e15df1c5efaa1b93badba9b270c0c1836ff02f2cf9c97367c.html	ok	1233	18	2/16	7/40	100	7234/b7b8ab37a1c2	TRUE
htmlparser-benchmark/c1b8e0918565b9744338c6fb092b545cf4d62b77456a7dd542929f01ee7a535e.html	ok	1250	22	0/0	23/145	196	5531/edecd91c1d4d	doctype
htmlparser-benchmark/c34f3cea1bdcd61b261efe1e240c28119e51b511d948522a7b67f2dfb516b2af.html	ok	4400	0	3/36	61/301	349	12336/117007dced0f	doctype
htmlparser-benchmark/c3a7435624f3d4ba515821df005b56b59d9b0adaf8bce1676b04d94d61bd9b54.html	ok	982	3	0/0	11/55	74	3082/b305aeb84ff8	TRUE
htmlparser-benchmark/c3d7e515974f6773f15e663f3392e9ec5bb8ffe9e064c58a8f1a2eeeb2319a70.html	ok	2917	37	2/16	45/196	273	11953/247095198769	doctype
htmlparser-benchmark/c6bb934af3d288c69e9fac33501b8ff0470eb16ca618dca654cc709f2e6d8dc5.html	ok	526	23	0/0	2/15	41	4231/85064fea110c	TRUE
htmlparser-benchmark/c6c81270db52e2fd59107d815a4823526aa23f339b77376a31dd8ba4a770be37.html	ok	349	1	0/0	3/18	24	3341/ce3dcc734a47	TRUE
htmlparser-benchmark/cad337499f52823462d2abcf1fb67d697c5bc59c5bc9f4e57a3fcbef2bc986ef.html	ok	3141	5	24/653	38/157	303	11156/2d00fefb6ef3	TRUE
htmlparser-benchmark/cb3ce2786db729aa887ab6fd0b2f377549c235f3fc26e6e252efd6c92319b418.html	ok	1692	1	0/0	19/109	189	6208/80807702c08c	TRUE
htmlparser-benchmark/cba3ab1dbd08f50ece5040490247b84cc88095052766c91e00bbf5a7fa83b00c.html	ok	740	29	0/0	17/30	40	4263/2f2ceadae3ea	TRUE
htmlparser-benchmark/cc2f5bc5146b08ceb2aa6513183cdd6aecbfa2073fe84bd888e224f6e9e5c79f.html	ok	1806	8	0/0	23/140	166	7239/057c722b0816	TRUE
htmlparser-benchmark/ccada6580a0b1d05408db6d59cca18c2707530139807ebf112de8f6615d32b90.html	ok	4530	14	0/0	48/260	395	13950/c137070f2c42	doctype
htmlparser-benchmark/cd65a11a9c7c6a3deac05443833a7097578ee6d5538479408dc0bbdbae438fcc.html	ok	1330	18	3/18	8/47	109	7660/43a748a89cc1	TRUE
htmlparser-benchmark/cd8abf479bae4ca283b3d034c486e134f69a6753aacadad2de27dee1d1745a88.html	ok	721	10	14/37	1/8	38	3824/8cf4279a0d9e	doctype
htmlparser-benchmark/cddf37daa9a59cd9fea5f26fa72d98857caa75ce8076e3ebee47b5a328bd8642.html	ok	1406	5	3/6	8/72	73	3269/c5203ef4c516	doctype
htmlparser-benchmark/ce8389ad2c10962451b549e0d6b10843f81190710e1e1f1cbd18069e5cd2e51a.html	ok	1883	1	0/0	24/127	125	6356/e6518a859639	doctype
htmlparser-benchmark/d1f24dac5e97d7c977a1b6df94e2334a2fecdc384548433b800bfd080471fde2.html	ok	380	1	0/0	3/18	24	2957/46a0c381e370	TRUE
htmlparser-benchmark/d4f742fba9facaa29d1bb5a594a62c7e7f6ae962dde8e2b69df78acb72457ec6.html	ok	2487	40	0/0	32/154	199	11260/c6b2071c4545	TRUE
htmlparser-benchmark/d57c1a6989d0075d551168500f36da6309c2f5eeac2ae57406694a2e41dfda33.html	ok	1922	1	0/0	22/114	126	8792/abd57e9fbbc5	doctype
htmlparser-benchmark/d6e0caad3a1389130fb7593cf830ca001432e9ce1e7866223c3b7c5b75da99f7.html	ok	584	1	0/0	3/18	31	10521/c624fe98ab42	TRUE
htmlparser-benchmark/d6e7c4ecbdc245293d00dbf866a8d550a6d1e78180d0e40beeff37d28b190ebf.html	ok	399	1	0/0	3/18	25	7516/538c2be59ab4	TRUE
htmlparser-benchmark/d70910dc77be3276be4fbaa1968ff09c0e34dc023ca437cc9f353e09c0ec90a9.html	ok	2110	4	1/4	8/48	115	6484/41087e5cbdf6	doctype
htmlparser-benchmark/d7bb9f5f1f536e0e906606819e6311282bfe2416d29bcc13121d234cef59134e.html	ok	2211	1	0/0	24/122	130	9644/fb5d086be41a	doctype
htmlparser-benchmark/d7db375a590e371cc96b6a763131fa5392e5500e4d44c7c275092943aa38d9a5.html	ok	2963	8	1/1	19/128	167	10190/be79196cd46b	doctype
htmlparser-benchmark/d95b90410bbe45545489d5e53ef197f408e9ac95987be7061116c3702666edb9.html	ok	2284	4	2/2	36/216	250	9368/9011923eec5e	doctype
htmlparser-benchmark/d996d3c4c1ab7a0ca98dafcdc18bb5fc1c3c83cc7727e95c6fca1cba51bde08b.html	ok	2379	5	2/2	37/222	260	8907/09d82d3008e0	doctype
htmlparser-benchmark/da55d21b5482344a52d42390694601f0469a2588ebb6ed93b90c4b4b06fcdf24.html	ok	1390	21	0/0	13/80	107	5240/9fc0561ad290	doctype
htmlparser-benchmark/dbca84517147fae696f9d9de284ea5d31386ca1891c9ed8ff8502c61b658287d.html	ok	1908	8	0/0	23/142	172	6752/8ae5830299ea	TRUE
htmlparser-benchmark/dbec06caaea33613f8a666e97aa3d90ee905cf367c39df008acc6503852331c7.html	ok	1050	2	0/0	22/114	132	4599/ea7f450ba883	doctype
htmlparser-benchmark/dd1279b9d11f9fabf0677e9b12f5ffab9095a91f42ec5f0a4d4a053659bc85dc.html	ok	1808	1	1/1	29/140	158	7517/c0055658afef	doctype
htmlparser-benchmark/dd1dcc6ce0d44098d961427ad5ede799f8878b57f13e5f79780c897745bf47ab.html	ok	1676	0	1/2	9/41	141	8798/767ca74b58b7	TRUE
htmlparser-benchmark/dd5c70a6e7b341e46ef81eb0ebf62abfa585fd32eb0c9a225bccf3ff3bd1305a.html	ok	2168	11	2/6	5/113	286	8946/579a32972fd6	doctype
htmlparser-benchmark/dedab30be4d82fdab5c4cdec17c6b4dc29552b51fe14fb000f6121347041e200.html	ok	1954	1	0/0	22/113	124	7562/c5034e97920b	doctype
htmlparser-benchmark/e0e2ae4dc866a2a955c443d81d01552f3a527c19efc38b6144ff0dd69b46a63d.html	ok	1876	1	0/0	23/117	125	6702/a38a55752d99	doctype
htmlparser-benchmark/e1e4dba652a78f4d1af52f5a7f4ac247c83070220a0e6fbad0bb26b6742dfcee.html	ok	1446	18	3/16	7/53	107	7246/47a22847804b	TRUE
htmlparser-benchmark/e24a0387847b7e638c2ad92cd4452eb7ac56a3b4ce978272d5b243975d74baf1.html	ok	4634	16	1/8	51/303	476	17193/b27bbe21e1ff	doctype
htmlparser-benchmark/e2ee917435d8b5680aed5a9a887ca48768063b4f72bbfa7e5cb803eb55645c5d.html	ok	771	4	0/0	13/74	85	2332/4666c145c01f	TRUE
htmlparser-benchmark/e30bf748e65f13200f41f440458d5c6649dcfdac72cb6a667d7c66041cec3c78.html	ok	2427	88	87/28	14/95	183	5170/cc40525fd973	doctype
htmlparser-benchmark/e3643c169f1c19bdd0f297022d4bf4da8853a9f23e8b954da45a8def55d3fe48.html	ok	1891	2	0/0	19/145	157	6876/314a921f3381	doctype
htmlparser-benchmark/e3de34a9fff17fa3ed62cc32e47dc493a3ddff99619713487cdebb1d8dd0fbf0.html	ok	1915	2	0/0	16/75	125	8385/925baa13b1e2	TRUE
htmlparser-benchmark/e403c2aa7e9b26ccb91c8e84a45a95ba1f645020d81b1077574ee2c1d5d1c723.html	ok	2028	1	0/0	24/134	143	7487/390c179bb211	doctype
htmlparser-benchmark/e4110881d8aa93c8cc5537e5e4dac2f52bfc797c4fee39dd8db92ac8fddd464e.html	ok	2379	12	2/4	21/134	203	11215/68c4269f7e06	doctype
htmlparser-benchmark/e59c8117a6e0002ffe00121307cff1af9a7abefc09c926b974e7af29c9a99765.html	ok	1461	3	1/1	18/105	146	10388/c6464c9f60f6	doctype
htmlparser-benchmark/e74605cf2f7788111f5e53fed1c8e13f29f764311f1c22e4eaa9ac9a414b8daa.html	ok	1546	1	0/0	5/73	141	19389/57da70b99c18	TRUE
htmlparser-benchmark/e7c052db325e177a43b3792b9131cbc50a67457dcfbdde5862fb7ec256d8ea27.html	ok	1776	1	0/0	22/114	122	6382/aa7d5bf9867d	doctype
htmlparser-benchmark/e92204e17d108eaf649148fa5878e5a9d9babced8b7996d6ffd5f1213ebbff9f.html	ok	2188	14	0/0	23/131	137	3216/b3b2c9ed308f	doctype
htmlparser-benchmark/e9a4fbbca7b4829cc1b53d7650973aee23b9d4f285d5d120dc5537ac2a20ceae.html	ok	2522	3	2/3	37/200	224	7362/5003c2256140	doctype
htmlparser-benchmark/e9ccec3231ffdb47f7f9bd20bd942fcdb7b9f13ba7317cc211dc204040fd8790.html	ok	703	1	0/0	7/33	48	8696/cbd526b75f1a	TRUE
htmlparser-benchmark/ea80cfab838b25791b92aca7861c81a444dc8854a67298f3af81f95c53fa75bd.html	ok	3346	14	20/116	59/259	265	8961/0bcdb598a01d	doctype
htmlparser-benchmark/ea854577e0e8b8577d679f05a0bec1ba19b7998a557d55cab0cb90a9d98883df.html	ok	1807	2	0/0	17/78	166	8813/7df9286f737b	TRUE
htmlparser-benchmark/ea94686e9d7db9a4f2f454bdbbd2cab38f20a9422f22601073c4720a46c7ab20.html	ok	1444	8	0/0	19/71	118	4692/3d3048272549	TRUE
htmlparser-benchmark/ebbc4066901d7ee7b35dcc4544c8403cbb8145b4733ab95f4d60f87986e385cf.html	ok	584	2	1/2	13/35	42	2244/f369b7c9a823	doctype
htmlparser-benchmark/ebdca8690dc396974624a4ed8b9c57c2ec1841c343787ef7275b1b4381de23bc.html	ok	2923	7	1/1	19/127	161	8900/5aa22b1c0b6d	doctype
htmlparser-benchmark/ee6491900971a22d8bb763e233061cd1c984e7f73b4c4f31b76d1da06df2dc5e.html	ok	5467	17	0/0	67/354	584	18081/73b9cfa42a78	doctype
htmlparser-benchmark/ee6efdabfcca5663e00309b195208a299af4608381fd1ac8478a9e194cce4723.html	ok	1389	2	1/5	14/133	175	12547/ff196b94efb7	TRUE
htmlparser-benchmark/ef44f19d671ce4426daaf064254c701ad05f461279adcf2a73296d4afa8f426a.html	ok	502	1	0/0	3/18	30	4604/d64d08f5f295	TRUE
htmlparser-benchmark/efdedc2181595d1f4e4bfcb70302866eb8f14fa6645650d90437d19a2eb3cf02.html	ok	1344	0	0/0	14/73	128	7433/ae62374af400	TRUE
htmlparser-benchmark/f0ad1615c376d042a458dd4fc713b0d17124d74ae07becaab78bfb7a82dd14b4.html	ok	1312	2	0/0	11/44	128	8474/719f2fe692f1	doctype
htmlparser-benchmark/f0fa53b0dd9ad6afbcf925bc1ba6cc1be13fd055861a9d980635bc92b4a5ec8f.html	ok	1483	1	0/0	5/73	139	12383/72deaadf2b5b	TRUE
htmlparser-benchmark/f243b2cf1ddbbb1b6d0876a439f0c41f17e4cdd155e45332656d4d1872c7a67d.html	ok	3611	5	0/0	57/228	301	11353/83b9b1b7e943	doctype
htmlparser-benchmark/f4041ae33fa184f10de3b0fb3acc42e29ada0c3a3427ad22a26ebf0f31559330.html	ok	1401	12	0/0	20/101	139	4949/b18c85f649bc	TRUE
htmlparser-benchmark/f42f0abc07ef3e80cb1425b8f133445785565eb65f498ade61e75f1d867cd2db.html	ok	2293	4	2/2	36/218	252	7066/21916985e6bc	doctype
htmlparser-benchmark/f5419e72f6293c7c0f4335b9dc323aa4c157e49095df50a5b6eda1a2ead8d058.html	ok	402	1	0/0	2/15	25	2747/73acffab50ca	TRUE
htmlparser-benchmark/f59d0b6f63a718764a7633193dfcc3386756425dc10aa9fc1f5e9e85d589d8c0.html	ok	1912	1	0/0	23/119	130	7128/df9f3b6472b2	doctype
htmlparser-benchmark/f6dd342c42985bc7440d222dc62d0e777812d0a207e5af1dbb05899cbed4bb42.html	ok	1904	8	0/0	23/139	166	9536/e23d9b7ca7f0	TRUE
htmlparser-benchmark/f7b4b68c2ea48aac2f74fa0e7186a96166f72ff926760169dc7bb83c2dd087b0.html	ok	878	2	0/0	5/44	79	11223/c3da49fb7ce8	TRUE
htmlparser-benchmark/f918f09c52800cef40b4d05395b7f5cdff6733a649b11088d83212a2c0eed094.html	ok	440	1	0/0	3/16	26	4368/0e17ccdbaf5a	TRUE
htmlparser-benchmark/fc5a55c65ef9b22d7309cdb4d9a6efe319baeda10190547b3e49dc9152e92f14.html	ok	2124	4	4/82	13/79	147	9175/d1a9e53dcd9d	doctype
htmlparser-benchmark/fe32bd9876a32fd93d180c282959cc80bc5349f8b5eeae759eb5f5c801536847.html	ok	1263	1	0/0	17/64	121	4658/893cdc438f0f	doctype
htmlparser-benchmark/ffca969d27266a5827a36880077783947778d444a953115acd262a161a0f29ca.html	ok	2328	1	0/0	23/130	138	9555/514b1f9c630d	doctype
htmlparser-benchmark/fff65493446424d4b8d49bd1027a851bdd685a75bd11a324897ebe836b3ebb85.html	ok	1347	16	3/17	7/42	103	7969/dc652484709a	TRUE
pandas/banklist.html	ok	711	7	1/70	10/55	74	3149/92ae3b6affdb	TRUE
pandas/spam.html	ok	757	4	1/222	0/0	15	1451/eb09ab38cfa7	TRUE
pandas/valid_markup.html	ok	124	1	2/18	0/0	0	43/ec95d580d16b	doctype
pandas/wikipedia_states.html	ok	5629	0	7/893	38/202	348	16276/3494c21886d3	TRUE
readability/001/expected.html	ok	153	1	0/0	1/2	12	3982/d0ab51ad361a	TRUE
readability/001/source.html	ok	321	0	0/0	2/8	30	4468/edfff456e26a	TRUE
readability/002/expected.html	ok	2310	1	0/0	5/22	27	15056/7a41540320bc	TRUE
readability/002/source.html	ok	3607	0	17/17	18/160	173	18157/9f3c794cbc4d	TRUE
readability/003-metadata-preferred/expected.html	ok	18	1	0/0	0/0	0	913/88c1cf74a251	TRUE
readability/003-metadata-preferred/source.html	ok	59	0	0/0	0/0	0	927/4f76c07cd685	TRUE
readability/004-metadata-space-separated-properties/expected.html	ok	18	1	0/0	0/0	0	913/88c1cf74a251	TRUE
readability/004-metadata-space-separated-properties/source.html	ok	39	0	0/0	0/0	0	927/4f76c07cd685	TRUE
readability/005-unescape-html-entities/expected.html	ok	6	1	0/0	0/0	0	4/0cbc6611f554	TRUE
readability/005-unescape-html-entities/source.html	ok	10	0	0/0	0/0	0	4/0cbc6611f554	TRUE
readability/aclu/expected.html	ok	230	1	0/0	0/0	23	11264/1997ea137c86	TRUE
readability/aclu/source.html	ok	2174	0	0/0	27/101	128	20264/49df4bde8ce2	TRUE
readability/aktualne/expected.html	ok	84	1	0/0	0/0	1	4598/893e6e993b60	TRUE
readability/aktualne/source.html	ok	1662	0	0/0	8/58	138	10218/61f125071d5f	TRUE
readability/archive-of-our-own/expected.html	ok	347	1	0/0	0/0	0	22245/cf71093bb7f4	TRUE
readability/archive-of-our-own/source.html	ok	12857	0	0/0	23/81	3859	77304/a6629e164cc9	TRUE
readability/ars-1/expected.html	ok	249	1	0/0	0/0	6	3923/306e85663cca	TRUE
readability/ars-1/source.html	ok	1191	0	0/0	13/43	82	6118/b3982b875dfb	TRUE
readability/article-author-tag/expected.html	ok	186	1	0/0	0/0	12	14718/c5b07406edac	TRUE
readability/article-author-tag/source.html	ok	3283	0	0/0	13/101	181	19726/d0809d665422	TRUE
readability/base-url-base-element-relative/expected.html	ok	74	1	0/0	0/0	8	883/b744f3642702	TRUE
readability/base-url-base-element-relative/source.html	ok	83	0	0/0	0/0	8	916/c56af5ffabf9	TRUE
readability/base-url-base-element/expected.html	ok	74	1	0/0	0/0	8	883/b744f3642702	TRUE
readability/base-url-base-element/source.html	ok	83	0	0/0	0/0	8	907/96ef859fb6b2	TRUE
readability/base-url/expected.html	ok	74	1	0/0	0/0	8	883/b744f3642702	TRUE
readability/base-url/source.html	ok	81	0	0/0	0/0	8	897/43d2ccded18c	TRUE
readability/basic-tags-cleaning/expected.html	ok	27	1	0/0	0/0	0	820/75be59e8c33d	TRUE
readability/basic-tags-cleaning/source.html	ok	53	0	0/0	0/0	0	875/b491d06f542b	TRUE
readability/bbc-1/expected.html	ok	173	1	0/0	1/6	6	4973/121c588d030f	TRUE
readability/bbc-1/source.html	ok	3478	6	0/0	32/232	268	11609/477e288516aa	TRUE
readability/blogger/expected.html	ok	327	1	3/6	5/22	16	13973/70d0311aec2f	TRUE
readability/blogger/source.html	ok	1984	3	4/8	41/80	134	16104/0c332609629c	TRUE
readability/breitbart/expected.html	ok	117	1	0/0	0/0	7	1799/70107339309c	TRUE
readability/breitbart/source.html	ok	3363	15	0/0	19/94	252	10218/1f7922897550	TRUE
readability/bug-1255978/expected.html	ok	228	1	0/0	1/3	4	4152/b005b5615059	TRUE
readability/bug-1255978/source.html	ok	5476	1	21/15	49/331	270	28698/78140fd96987	TRUE
readability/buzzfeed-1/expected.html	ok	98	1	0/0	0/0	2	1789/099559d1483c	TRUE
readability/buzzfeed-1/source.html	ok	3772	25	0/0	16/104	232	8691/d50b92199dcb	TRUE
readability/citylab-1/expected.html	ok	211	1	0/0	0/0	9	9481/76fa33a30c52	TRUE
readability/citylab-1/source.html	ok	1282	7	0/0	18/48	88	11689/a0e51093d7aa	TRUE
readability/clean-links/expected.html	ok	830	1	0/0	0/0	3	81472/c44dc21a67d9	TRUE
readability/clean-links/source.html	ok	1746	4	1/1	0/0	291	81548/e54f83e2c8da	TRUE
readability/cnet-svg-classes/expected.html	ok	208	1	0/0	0/0	4	1473/598e4bef1f40	TRUE
readability/cnet-svg-classes/source.html	ok	1364	0	0/0	21/74	92	3799/7b300d67dcb5	TRUE
readability/cnet/expected.html	ok	114	1	0/0	0/0	10	3571/6bfaa3672667	TRUE
readability/cnet/source.html	ok	2578	2	1/12	35/139	189	8731/49d21cc70ce3	TRUE
readability/cnn/expected.html	ok	125	1	0/0	0/0	4	2022/39c2e34e59fc	TRUE
readability/cnn/source.html	ok	2074	10	0/0	23/93	133	5746/1cc8c5336554	doctype
readability/comment-inside-script-parsing/expected.html	ok	27	1	0/0	0/0	0	820/75be59e8c33d	TRUE
readability/comment-inside-script-parsing/source.html	ok	41	1	0/0	0/0	0	850/8bd252455756	TRUE
readability/daringfireball-1/expected.html	ok	137	1	0/0	2/10	24	1298/e0f56ee141cd	TRUE
readability/daringfireball-1/source.html	ok	291	1	0/0	3/20	36	1530/9976fcfab26b	doctype
readability/data-url-image/expected.html	ok	28	1	0/0	0/0	0	2945/f3a67a9d5af9	TRUE
readability/data-url-image/source.html	ok	37	2	0/0	0/0	0	2954/c82b62725e6e	TRUE
readability/dev418/expected.html	ok	108	1	0/0	2/6	0	1317/03e819217112	TRUE
readability/dev418/source.html	ok	121	0	0/0	2/6	0	1351/b87049283717	TRUE
readability/dropbox-blog/expected.html	ok	1038	13	1/32	2/13	8	18434/1e915aa4be41	TRUE
readability/dropbox-blog/source.html	ok	1615	0	1/32	8/49	44	19323/236eb859ec63	TRUE
readability/ebb-org/expected.html	ok	220	1	0/0	0/0	42	11017/b9f61e678280	TRUE
readability/ebb-org/source.html	ok	1071	0	0/0	2/121	176	12487/f2bc6d7b59d6	TRUE
readability/ehow-1/expected.html	ok	294	1	0/0	1/10	0	2321/fd57ca1926f1	TRUE
readability/ehow-1/source.html	ok	1416	0	0/0	17/88	88	3927/a42bfd7d9558	TRUE
readability/ehow-2/expected.html	ok	278	25	0/0	0/0	2	3699/430f78024713	TRUE
readability/ehow-2/source.html	ok	1777	2	0/0	16/66	79	5302/b63ad9235e11	TRUE
readability/embedded-videos/expected.html	ok	42	1	0/0	0/0	0	862/90a8fc07bff6	TRUE
readability/embedded-videos/source.html	ok	55	0	0/0	0/0	0	890/4024eaa9557f	TRUE
readability/engadget/expected.html	ok	311	1	0/0	2/6	5	10536/1062b0deb80d	TRUE
readability/engadget/source.html	ok	4259	100	0/0	17/72	181	13508/879ac0be4868	TRUE
readability/firefox-nightly-blog/expected.html	ok	711	1	0/0	25/77	72	9304/0475f1f861d3	TRUE
readability/firefox-nightly-blog/source.html	ok	1978	0	0/0	37/179	187	12735/d4c56734c149	TRUE
readability/folha/expected.html	ok	45	1	0/0	0/0	5	1938/056e59c50977	TRUE
readability/folha/source.html	ok	4200	0	1/4	61/263	335	10244/ce0c6dfcf6b6	TRUE
readability/gitlab-blog/expected.html	ok	122	1	0/0	0/0	9	5682/2d6ce3276ae4	TRUE
readability/gitlab-blog/source.html	ok	914	0	0/0	0/0	30	6847/337a5d4d98cf	TRUE
readability/gmw/expected.html	ok	149	1	0/0	0/0	1	3470/7259646218bb	TRUE
readability/gmw/source.html	ok	1834	0	2/7	4/34	92	4313/3fb7f74f1b6c	TRUE
readability/google-sre-book-1/expected.html	ok	718	1	1/8	7/23	15	28075/a6dda4ded0ed	TRUE
readability/google-sre-book-1/source.html	ok	1183	0	1/8	8/72	68	30323/e04bd8505c5a	TRUE
readability/guardian-1/expected.html	ok	744	1	0/0	8/8	19	7435/f613955356d5	TRUE
readability/guardian-1/source.html	ok	2736	0	0/0	32/129	154	11490/9ded88227c39	TRUE
readability/heise/expected.html	ok	58	1	0/0	0/0	5	1750/db187b1582a7	TRUE
readability/heise/source.html	ok	1261	34	0/0	16/95	173	9172/6177a1a52634	TRUE
readability/herald-sun-1/expected.html	ok	89	1	0/0	0/0	0	5035/7937904da1ee	TRUE
readability/herald-sun-1/source.html	ok	1923	1	0/0	24/109	111	8192/9e32e9e6a848	doctype
readability/hidden-nodes/expected.html	ok	15	1	0/0	0/0	0	917/fbb21eeb2b9e	TRUE
readability/hidden-nodes/source.html	ok	31	0	0/0	0/0	0	2885/f0573f1d8338	TRUE
readability/hukumusume/expected.html	ok	524	9	7/40	0/0	28	932/6c16391b4de5	TRUE
readability/hukumusume/source.html	ok	689	0	11/10	0/0	33	1027/2d4c50d8e031	TRUE
readability/iab-1/expected.html	ok	93	1	0/0	0/0	3	5811/22c14bd37e4d	TRUE
readability/iab-1/source.html	ok	2720	1	1/1	38/192	212	14086/250b9b5707af	TRUE
readability/ietf-1/expected.html	ok	960	1	0/0	0/0	218	44256/49a77de4b632	TRUE
readability/ietf-1/source.html	ok	1006	1	0/0	0/0	218	44302/8149a718dd93	doctype
